0	31
7	1
10	1
11	1
14	1
15	2
17	2
18	1
20	1
21	2
22	2
23	3
24	2
25	2
28	1
30	1
31	3
33	4
34	2
36	2
38	1
39	2
42	7
43	1
44	2
45	2
46	1
47	2
48	3
50	4
51	2
52	4
53	1
54	2
56	2
57	4
59	1
61	1
62	2
63	1
65	1
66	2
67	2
68	2
71	1
72	1
74	1
75	1
76	1
77	2
80	2
83	2
84	2
86	1
94	3
100	0
