0	1
10	1
11	1
15	1
17	1
18	1
20	1
21	1
22	2
23	1
24	1
25	2
28	1
30	1
31	2
33	2
34	1
38	1
39	1
42	4
44	1
47	1
48	2
50	2
51	2
52	2
53	1
54	2
56	1
57	2
59	1
60	1
65	1
66	2
67	1
68	1
72	1
73	1
74	1
76	1
77	2
80	1
83	2
84	2
100	0
